Row.names	logFC	logCPM	PValue	FDR	level	Kindom	Phylum	Class	Order	Family	Genus	Species	Hya1	Hya2	Hya3	Hya4	Hya7	Hya5	Ischy1	Ischy2	Ischy3	Hya6	SYA	SYB	SYC	KA10	KA11	KA12	KA13	KA14	KA2	KA3	KA4	KA5	KA6	KA8	KA9	Hya8	Hya9	XM1	XM10	XM12.1	XM12.2	XM2	XM4	XM5	XM6	XM7	XM9	SRR5757138	SRR5757140	SRR5757145	SRR5757146	SRR5757148	SRR5757149	SRR5757154	SRR5757155	SRR5757156	SRR5757158	SRR5757159	SRR5757161
ASV311	4.200446397	7.380409946	0.269671724	0.033358229	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV291	4.196553432	7.376667991	0.103060164	0.016406064	NotSig	Bacteria	Chloroflexi	Anaerolineae	S0208	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	42	36	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV323	4.193911578	7.381709699	0.270046567	0.033358229	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV586	4.175687812	7.205828046	0.272857854	0.033358229	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV402	4.168412429	7.331424067	0.271825784	0.033358229	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Enterovibrio	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV379	4.152137591	7.234101723	0.272841985	0.033358229	NotSig	Bacteria	Verrucomicrobia	[Spartobacteria]	[Chthoniobacterales]	[Chthoniobacteraceae]	CandidatusXiphinematobacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV302	4.132428525	7.35674746	0.142534977	0.021186903	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	4	44	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV149	4.123403424	10.79941267	0.202736981	0.027216429	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Unassigned	Unassigned	0	0	0	0	0	0	26	0	0	0	0	0	0	277	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	137	0	0	0	4	2	1	0	0	0	0	1	0	0	0	7
ASV483	4.118134733	7.276497262	0.275759343	0.033358229	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV249	4.112242817	7.342921507	0.044868188	0.008423064	Enriched	Bacteria	Bacteroidetes	BME43	Unassigned	Unassigned	Unassigned	Unassigned	133	2	0	5	1	1	5	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV326	4.091859281	7.336154594	0.274629372	0.033358229	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicibacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV301	4.081702222	7.331812038	0.140534393	0.020955635	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Psychroserpens	Unassigned	5	42	0	0	35	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV517	4.076946403	7.19712711	0.198642346	0.027173021	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV493	4.055386141	7.249004846	0.271269173	0.033358229	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	ND137	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV299	4.053181243	7.322105107	0.195217385	0.027101769	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Tepidimicrobium	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	69	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV488	4.037646965	7.198160446	0.082145055	0.013923291	NotSig	Bacteria	Cyanobacteria	4C0d-2	YS2	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV363	4.010180183	7.289492276	0.387685879	0.041235707	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	[Acidaminobacteraceae]	Unassigned	Unassigned	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV381	4.006283578	7.271636225	0.140257968	0.020955635	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Unassigned	Unassigned	Unassigned	0	0	26	14	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV134	3.991430113	9.140796208	0.179103744	0.025419784	NotSig	Bacteria	Bacteroidetes	[Saprospirae]	[Saprospirales]	Saprospiraceae	Saprospira	Unassigned	203	115	92	39	100	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0
ASV287	3.975936829	7.283972748	0.103485416	0.016418292	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flexibacter	Unassigned	18	28	0	0	23	3	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV40	3.963878732	11.60269679	0.098530565	0.016064914	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya	Unassigned	505	1401	109	33	1153	225	199	195	165	208	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	199	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	0	0	17	0	0
ASV559	3.949871089	7.14682196	0.200334738	0.027173021	NotSig	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halogranum	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV345	3.945994988	7.262964299	0.197877298	0.027173021	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	[Tissierellaceae]	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	9	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV611	3.936673137	7.097732041	0.39032855	0.041235707	NotSig	Archaea	Crenarchaeota	MBGB	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV318	3.919012133	7.258911061	0.196630919	0.027101769	NotSig	Bacteria	Actinobacteria	Thermoleophilia	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	22	40	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV332	3.905201295	7.246498005	0.105735143	0.01666301	NotSig	Bacteria	GN02	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	5	29	0	4	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV339	3.882686499	7.225225276	0.060605182	0.010817107	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	6	0	19	0	0	1	0	0	22	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV500	3.875002383	7.621719579	0.484106046	0.045440392	NotSig	Bacteria	Bacteroidetes	[Rhodothermi]	[Rhodothermales]	[Balneolaceae]	KSA1	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV27	3.857764052	12.74703773	0.00906016	0.002526123	Enriched	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Unassigned	577	2352	177	52	2056	666	51	86	9	248	43	15	13	139	2	20	50	0	10	4	9	39	127	0	14	16	26	0	133	0	0	0	0	99	0	12	0	1	0	42	0	0	6	1	0	0	1	0	0
ASV317	3.8313815	7.225869019	0.274571556	0.033358229	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV386	3.803756452	7.196315224	0.275732724	0.033358229	NotSig	Bacteria	Chloroflexi	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV389	3.783451206	7.186158806	0.277513283	0.033358229	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	koll13	mixed	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV395	3.763091673	7.170385893	0.202354585	0.027216429	NotSig	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurovum	Unassigned	0	0	29	0	3	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV410	3.736057021	7.143804633	0.19986717	0.027173021	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV351	3.733734575	7.179398896	0.280399783	0.033364742	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Microthrixaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV547	3.73182693	7.10435446	0.391475109	0.041235707	NotSig	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV29	3.72568638	13.17827357	0.000783166	0.000345795	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	270	156	41	363	137	302	118	180	94	160	24	253	0	133	18	50	108	8	20	68	35	5	698	5	70	131	73	126	20	6	0	2369	61	59	0	54	0	0	19	0	2	0	3	31	8	0	48	6	4
ASV441	3.719107709	7.050159609	0.277423126	0.033358229	NotSig	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV180	3.704608837	9.180945578	0.194841932	0.027101769	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Unassigned	4	0	274	15	1	0	5	3	27	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV212	3.680301903	7.775038093	0.330582717	0.036394994	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	92	0	125	0	0	0	0	0	0	0	0	0	0	0	1
ASV141	3.675466527	10.45071987	0.219248122	0.028697143	NotSig	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	78	244	18	4	5	0	39	0	69	5	0	69	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV11	3.673841369	13.89023812	0.017350852	0.003949624	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unassigned	Unassigned	372	754	230	216	976	416	542	445	986	253	14	371	53	0	0	0	0	0	0	0	0	0	0	16	0	84	220	105	1100	2136	603	3586	753	1604	2378	493	0	0	0	28	0	0	90	65	0	0	25	0	0
ASV353	3.660144459	7.154899106	0.391467413	0.041235707	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV201	3.652197169	7.79040781	0.217924335	0.028683225	NotSig	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	21	91	0	63	0	0	0	0	1	0	0	0	0	0	0	0
ASV121	3.619483701	9.169373786	0.027525527	0.005614731	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Unassigned	Unassigned	31	11	6	3	14	62	0	0	0	29	0	0	0	0	0	7	0	0	0	0	0	0	4	0	0	9	50	5	239	8	0	19	0	23	98	42	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV400	3.608302051	7.61479294	0.230601285	0.029933698	NotSig	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV469	3.542700148	7.04784705	0.156346468	0.022879023	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Eudoraea	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV434	3.542006546	7.090224949	0.393569873	0.041302923	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV397	3.525426535	7.073431199	0.200683599	0.027173021	NotSig	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Tannerella	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV340	3.512647549	7.079411573	0.086176854	0.01439948	NotSig	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	18	5	0	0	17	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV552	3.507810697	7.033937113	0.28284211	0.03357058	NotSig	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV643	3.503504545	6.946581683	0.392054262	0.041235707	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Inquilinus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV649	3.503504545	6.946581683	0.392054262	0.041235707	NotSig	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulforhopalus	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV365	3.455509251	7.065246145	0.114350578	0.017801468	NotSig	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella	Unassigned	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	9	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV198	3.390358685	8.285436196	0.236164	0.030404502	NotSig	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	25	0	38	0	0	32	0	0	0	165	0	0	1	0	0	0	0	0	0	0	2	0	0
ASV360	3.324512815	7.026051904	0.283798173	0.033599422	NotSig	Bacteria	Chloroflexi	Dehalococcoidetes	Dehalococcoidales	Dehalococcoidaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV406	3.301781129	7.009112636	0.210796655	0.027979545	NotSig	Bacteria	Chloroflexi	Anaerolineae	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	23	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV382	3.284358419	7.018232773	0.390330499	0.041235707	NotSig	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodoplanes	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV399	3.279932572	7.01174007	0.278535104	0.033364742	NotSig	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV419	3.224295558	6.989145994	0.286115069	0.03377836	NotSig	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Unassigned	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV494	3.218987116	6.9527331	0.206908197	0.027570199	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Unassigned	0	0	0	0	0	0	0	0	0	12	2	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV224	3.211087253	8.092075631	0.32767278	0.036206577	NotSig	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	62	0	1	38	117	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV378	3.194484056	6.981492699	0.15610597	0.022879023	NotSig	Bacteria	TM7	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV425	3.193538946	6.978603209	0.287134152	0.03377836	NotSig	Bacteria	Planctomycetes	C6	d113	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV398	3.187253536	6.98308918	0.280323412	0.033364742	NotSig	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	SMB53	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV478	3.156464756	6.958698517	0.399405997	0.041544409	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	C111	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV571	3.155234952	6.8625912	0.289956341	0.03377836	NotSig	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV477	3.146402442	6.955000476	0.289830131	0.03377836	NotSig	Bacteria	Acidobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV372	3.130094789	6.966142012	0.212640805	0.028142621	NotSig	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Croceitalea	Unassigned	13	0	0	0	2	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV453	3.129994732	6.953185519	0.213219773	0.028142621	NotSig	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Wohlfahrtiimonas	Unassigned	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV450	3.105352472	6.944993177	0.290327581	0.03377836	NotSig	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salimicrobium	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV404	3.092928506	6.943800379	0.1613735	0.023468887	NotSig	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	ntu14	Unassigned	Unassigned	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV355	3.074620453	6.945530663	0.156860495	0.022883178	NotSig	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Persicirhabdus	Unassigned	32	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
